רשות מקומית,ישוב,מספר זיהוי,סוג מתקן,שם המתקן,שכונה-רובע,רחוב,מספר בית,ציר X,ציר Y,מספר המבנים,בעלי המתקן,גוף מפעיל המתקן,טלפון איש קשר,דואל איש קשר,מספר מושבים,פנוי לפעילות,גידור קיים,תאורה קיימת,נגישות לנכים,חניה לרכבים,מצב המתקן,מתקן תקני לתחרויות,שימוש לתחרויות רשמיות,שנת הקמה,משרת בית ספר
מנשה,,161P1102256,בריכת שחיה - 25X12.5 מ',בריכת קיבוץ ברקאי,,,,203298,709000,1,,קיבוץ ברקאי,04-6387108,mazkirim@barkai.org.il,,בתיאום בלבד,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1964,
מנשה,,161F2105855,מגרש כדורגל - לא תקני,מגרש קיבוץ ברקאי,,,,202735,709103,1,,קיבוץ ברקאי,04-6387108,mazkirim@barkai.org.il,,פתוח ללא הגבלה,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1983,
מנשה,,161F1104924,מגרש כדורגל – 45X90 מ',מגרש מכבי ברקאי,,,,202544,708733,1,,קיבוץ ברקאי,04-6387108,mazkirim@barkai.org.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,1994,
מנשה,,161B1105866,מגרש כדורסל – 19X32 מ',מגרש קיבוץ ברקאי,,,,203228,708972,1,,קיבוץ ברקאי,04-6387108,mazkirim@barkai.org.il,,פתוח ללא הגבלה,כן,כן,כן,כן,לא תקין ולא פעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1975,
מנשה,,161G2100297,אולם ספורט קטן – 15x24 מ',אולם גן שמואל,,,,195820,706603,1,,קיבוץ גן שמואל,04-6320596,mazkirut@ganshmuel.com,300,בתיאום בלבד,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,1978,
מנשה,,161P1102157,בריכת שחיה - 25X12.5 מ',בריכת גן שמואל,,,,195683,706446,1,,קיבוץ גן שמואל,04-6320596,mazkirut@ganshmuel.com,,כניסה בתשלום במקום,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1950,
מנשה,,161F2105852,מגרש כדורגל - לא תקני,מגרש קיבוץ גן שמואל,,,,195734,706788,1,,קיבוץ גן שמואל,04-6320596,mazkirut@ganshmuel.com,,פתוח ללא הגבלה,כן,לא,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1972,
מנשה,,161T1103692,מגרש טניס,מגרש גן שמואל,,,,195735,706486,2,,קיבוץ גן שמואל,04-6320596,mazkirut@ganshmuel.com,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1990,
מנשה,,161P1102267,בריכת שחיה - 25X12.5 מ',בריכת קיבוץ להבות חביבה,,,,201302,699897,1,,קיבוץ להבות חביבה,04-6368606,lehavot7@bezeqint.net,,בתיאום בלבד,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1972,
מנשה,,161F2104313,מגרש כדורגל - לא תקני,מגרש כדורגל קיבוץ להבות חביבה,,,,201353,699924,1,,קיבוץ להבות חביבה,04-6368606,lehavot7@bezeqint.net,,פתוח ללא הגבלה,כן,לא,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1978,
מנשה,,161B2105263,מגרש ספורט משולב – 43X32 מ',מגרש משולב להבות חביבה,,,,201318,699970,1,,קיבוץ להבות חביבה,04-6368606,lehavot7@bezeqint.net,,פתוח ללא הגבלה,כן,כן,כן,כן,לא תקין ולא פעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1965,
מנשה,,161P1102262,בריכת שחיה - 25X12.5 מ',בריכת קיבוץ מגל,,,,203881,698874,1,,קיבוץ מגל,04-6287111,smadar@magal.org.il,,בתיאום בלבד,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1970,
מנשה,,161T1105865,מגרש טניס,מגרש קיבוץ מגל,,,,203887,698942,1,,קיבוץ מגל,04-6287111,smadar@magal.org.il,,פתוח ללא הגבלה,כן,כן,כן,כן,לא תקין ולא פעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1992,
מנשה,,161F2104314,מגרש כדורגל - לא תקני,מגרש כדורגל קיבוץ מגל,,,,203449,699256,1,,קיבוץ מגל,04-6287111,smadar@magal.org.il,,פתוח ללא הגבלה,כן,לא,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1989,
מנשה,,161B1105867,מגרש כדורסל – 19X32 מ',מגרש קיבוץ מגל,,,,203919,698954,1,,קיבוץ מגל,04-6287111,smadar@magal.org.il,,פתוח ללא הגבלה,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1985,
מנשה,,161G3100681,אולם ספורט בינוני – 32x19 מ',אולם מענית,,,,202660,706665,1,,קיבוץ מענית,054-4921323,mimrana@ma.maanit.org.il,400,בתיאום בלבד,לא,כן,לא,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1982,
מנשה,,161P1102240,בריכת שחיה - 25X12.5 מ',בריכת מענית,,,,202757,706739,1,,קיבוץ מענית,054-4921323,mimrana@ma.maanit.org.il,,בתיאום בלבד,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1955,
מנשה,,161F2104288,מגרש כדורגל - לא תקני,מגרש כדורגל מענית,,,,203062,707140,1,,קיבוץ מענית,054-4921323,mimrana@ma.maanit.org.il,,פתוח ללא הגבלה,כן,לא,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1964,
מנשה,,161B1105861,מגרש כדורסל – 19X32 מ',מגרש קיבוץ מענית,,,,202690,706740,1,,קיבוץ מענית,054-4921323,mimrana@ma.maanit.org.il,,פתוח ללא הגבלה,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1969,
מנשה,,161P1102243,בריכת שחיה - 25X12.5 מ',בריכת מצר,,,,204834,704992,1,,קיבוץ מצר,052-4399054,mazkir10@metzer.org.il,,בתיאום בלבד,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1960,
מנשה,,161T1105869,מגרש טניס,מגרש קיבוץ מצר,,,,204887,704981,1,,קיבוץ מצר,052-4399054,mazkir10@metzer.org.il,,בתיאום בלבד,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1989,
מנשה,,161F2104316,מגרש כדורגל - לא תקני,מגרש כדורגל קיבוץ מצר,,,,204910,705101,1,,קיבוץ מצר,052-4399054,mazkir10@metzer.org.il,,פתוח ללא הגבלה,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1985,
מנשה,,161B1105857,מגרש כדורסל – 19X32 מ',מגרש קיבוץ מצר,,,,204587,705113,1,,קיבוץ מצר,052-4399054,mazkir10@metzer.org.il,,פתוח ללא הגבלה,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1970,
מנשה,,161P1102270,בריכת שחיה - 25X12.5 מ',בריכת קיבוץ משמרות,,,,198723,710487,1,,קיבוץ משמרות,050-5212245,talula11@bezeqint.net,,בתיאום בלבד,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1964,
מנשה,,161B1105859,מגרש כדורסל – 19X32 מ',מגרש קיבוץ משמרות,,,,198744,710490,1,,קיבוץ משמרות,050-5212245,talula11@bezeqint.net,,בתיאום בלבד,לא,לא,כן,לא,לא תקין ולא פעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1964,
מנשה,,161G2101870,אולם ספורט קטן – 15x24 מ',בית הבנים,,,,200791,707500,1,,קיבוץ עין שמר,052-2589112,Rakefet@ein-shemer.com,400,בתיאום בלבד,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,1980,מבואות עירון
מנשה,,161P1102260,בריכת שחיה - 25X12.5 מ',בריכת עין שמר,,,,200858,707684,1,,קיבוץ עין שמר,052-2589112,Rakefet@ein-shemer.com,,בתיאום בלבד,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1953,מבואות עירון
מנשה,,161S1101631,מגרש חול קבוע לכדורעף או לקטרגל או לכדוריד חופים,"בי""ס מבואות עירון",,,,200925,708006,1,,"בי""ס מבואות עירון",04-6377720,odedn@menashe.co.il,,פתוח ללא הגבלה,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2002,"בי""ס מבואות עירון"
מנשה,,161B1105870,מגרש כדורסל – 19X32 מ',מגרש קיבוץ עין שמר,,,,200901,707747,1,,קיבוץ עין שמר,052-2589112,Rakefet@ein-shemer.com,,בתיאום בלבד,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1958,"בי""ס מבואות עירון"
מנשה,,161P1102278,בריכת שחיה - 25X12.5 מ',בריכת קיבוץ רגבים,,,,203300,714426,1,,קיבוץ רגבים,04-6289002,mazkir@regavim.co.il,,בתיאום בלבד,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1971,
מנשה,,161B1105871,מגרש כדורסל – 19X32 מ',מגרש קיבוץ רגבים,,,,203245,714444,1,,קיבוץ רגבים,04-6289002,mazkir@regavim.co.il,,פתוח ללא הגבלה,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1969,
מנשה,,161F2104223,מגרש כדורגל - לא תקני,מגרש כדורגל אלוני יצחק,,,,200757,712986,1,,"בי""ס אלוני יצחק",052-5699835,jacobb@a-y.org.il,,בתיאום בלבד,כן,לא,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1987,
מנשה,,161B1103537,מגרש כדורסל – 19X32 מ',מגרש אלוני יצחק,,,,200543,712842,1,,"בי""ס אלוני יצחק",052-5699835,jacobb@a-y.org.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2001,
מנשה,,161T1103542,מגרש טניס,מגרש אלוני יצחק,,,,200539,712990,2,,"בי""ס אלוני יצחק",052-5699835,jacobb@a-y.org.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1995,"בי""ס אלוני יצחק"
מנשה,,161F5101403,"אצטדיון/מסלול אתלטיקה קלה – 6-4 מסלולים, 250 או 300 מ'","אצטדיון א""ק מנשה מ. עירון",,,,200925,708006,1,,"בי""ס מ. עירון ומ.א. מנשה",04-6177323,odedn@menashe.co.il,,פתוח ללא הגבלה,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1986,
מנשה,,161M1101619,מגרש מיני פיץ',"בי""ס יסודי רעות",,,,201314,707894,1,מנשה,מ.א. מנשה,04-6177323,odedn@menashe.co.il,,פתוח ללא הגבלה,כן,לא,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2004,יסודי רעות
מנשה,,161A1106361,מכון לכושר גופני,מלוא מרכז לותיק,,,,201307,708121,1,מנשה,מ.א. מנשה,04-6177323,odedn@menashe.co.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1993,
מנשה,,161B2106587,מגרש ספורט משולב – 43X32 מ',מרכז אזורי מנשה,,,,201285,708180,2,מנשה,מ.א. מנשה,04-6177323,odedn@menashe.co.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1998,גוונים + רעות
מנשה,,161S1104786,מגרש חול קבוע לכדורעף או לקטרגל או לכדוריד חופים,מגרש כדורעף חופים גוונים,,,,201309,708082,,מנשה,"בי""ס גוונים",,,,בתיאום בלבד,לא,לא,לא,לא,תקין ופעיל,,,2016,
מנשה,,161G3400154,אולם ספורט בינוני – 32x19 מ',אולם אזורי מנשה חדש,,,,201074,707983,,מנשה,מועצה אזורית מנשה,,,,בתיאום בלבד,לא,לא,לא,לא,לא פעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",,2018,
